149.91,1,0
150.17,1,150.39
150.52,1,0
150.78,1,0
151.04,0,0
151.30,1,0
151.57,0,0
151.83,1,0,1
152,0,0
152.26,1,0
152.61,1,0
152.87,0,0
153.13,0,0
153.30,1,154.26
154.61,1,0
154.96,1,0
155.13,0,0
155.39,1,0
155.65,1,0
155.74,0,0
155.91,1,0
156.26,0,0
156.52,0,157.83
158.09,0,0
158.26,1,0
158.48,1,0
158.87,1,0
159.13,1,0
159.39,0,0
159.65,1,0
159.91,0,0
160.17,1,0,1
160.35,0,0,1
160.61,1,0
160.96,1,0
161.22,0,0
161.39,0,0
161.65,1,162.70
162.96,1,0
163.30,1,0
163.48,0,0
163.74,1,0
164.09,0,0
164.35,0,0
164.52,0,0
164.74,1,166.70
167.13,1,167.41,1
167.48,1,0,1
167.65,0,0,1
167.83,1,168.07,1
168.13,0,168.39,1
168.52,0,0
168.70,1,0
168.91,1,170.70,1
