107.84,1,0
108.04,0,0
108.24,1,0
108.45,0,0
108.65,1,0
108.85,1,109.76
109.86,1,0
110.07,0,0
110.27,1,111.79
111.89,1,112.60
112.70,0,113.41
113.92,1,0
114.32,0,0
114.73,0,0
114.93,0,0
115.14,1,0
115.34,1,0
115.54,1,0
115.95,1,0
116.35,0,0
116.55,1,117.97
118.38,0,119.09
119.19,1,119.90
120,1,0
120.20,0,0
120.41,1,0
120.61,1,120.91
121.01,0,0
121.42,0,0
121.62,1,0
121.82,0,0
122.03,1,0
122.23,1,122.53
122.64,1,0
122.84,0,0
123.04,1,124.76
124.86,1,125.57
125.68,0,126.39
126.49,0,0
126.89,0,0
127.30,0,0
127.60,1,0
127.91,1,0
128.11,0,0
128.31,0,0
128.51,1,0
128.92,1,0
129.22,1,0
129.53,1,0
129.73,0,0
130.14,0,0
130.54,0,0
130.84,1,0
131.15,1,0,1
131.35,1,0
131.55,1,0
131.76,0,0
131.96,0,0
132.16,0,0
132.47,1,0
132.77,0,0
133.18,1,0,1
133.38,1,0
133.58,0,0
133.78,0,0
134.09,1,0
134.39,0,0
134.80,0,0
135,0,0
135.20,1,135.51,1
135.61,1,0
135.81,1,0
136.01,0,136.42
136.62,0,0
137.03,0,0
137.33,1,0
137.64,1,0
137.84,0,0
138.04,0,0
138.24,1,0
138.65,1,0
138.95,1,0
139.26,1,0
139.46,0,0
139.86,0,0
140.27,0,0
140.57,1,0
140.88,1,0
141.08,0,0
141.28,0,0
141.49,1,0
141.89,1,0
142.20,1,0
142.50,0,0
142.70,0,0
143.11,0,0
143.51,0,0
143.82,1,0
144.12,1,0,1
144.32,1,0
144.53,1,0
144.73,0,0
144.93,0,0
145.14,0,0
145.44,1,0
145.74,0,0
146.15,1,0
146.35,1,0
146.55,0,0
146.76,0,0
147.06,1,0
147.36,0,0
147.77,0,0
147.97,1,0
148.18,1,0
148.58,1,0
148.78,0,0
148.99,0,149.39
149.59,0,0
150,0,0
150.30,1,0
150.61,1,0
150.81,0,0
151.01,0,0
151.22,1,0
151.62,1,0
151.93,1,0
152.23,0,0
153.24,1,0
153.45,1,0
153.65,0,0
153.75,1,0
153.95,1,154.66
154.86,1,0
155.07,1,0
155.27,0,0
155.37,1,155.57
155.68,0,156.39
156.49,1,0,1
156.69,1,0,1
156.89,0,0,1
156.99,1,0,1
157.20,1,157.91,1
158.11,1,0
158.31,1,0
158.51,1,0
158.61,0,158.82
158.92,1,160.44
160.54,1,0
160.74,1,0
160.95,0,0
161.15,1,0
161.35,1,0
161.66,1,0
161.96,1,0
162.16,0,0
162.36,0,0
162.57,0,0
162.77,0,0
162.97,1,163.18
163.28,1,163.68
163.78,1,0
163.99,1,0
164.19,0,0
164.39,1,0
164.59,1,0
164.90,1,0
165.20,0,0
